Date,Open,Close,High,Low,Volume
4-Jan-16,656.289978,636.98999,657.719971,627.51001,9314500
5-Jan-16,646.859985,633.789978,646.909973,627.650024,5822600
6-Jan-16,622,632.650024,639.789978,620.309998,5329200
7-Jan-16,621.799988,607.940002,630,605.210022,7074900
8-Jan-16,619.659973,607.049988,624.140015,606,5512900
11-Jan-16,612.47998,617.73999,619.849976,598.570007,4891600
12-Jan-16,625.25,617.890015,625.98999,612.23999,4724100
13-Jan-16,620.880005,581.809998,620.880005,579.159973,7655200
14-Jan-16,580.25,593,602.25,569.880005,7238000
15-Jan-16,572.23999,570.179993,584.619995,565.299988,7784500
19-Jan-16,577.090027,574.47998,584,566.450012,4807200
20-Jan-16,564.359985,571.77002,578.450012,547.179993,7966400
21-Jan-16,573.580017,575.02002,588.809998,568.219971,4952200
22-Jan-16,588.72998,596.380005,600.099976,584.109985,5120100
25-Jan-16,597.98999,596.530029,608.5,594.559998,4396100
26-Jan-16,603.450012,601.25,604.5,590.380005,3765700
27-Jan-16,601.98999,583.349976,603.390015,578.780029,5152900
28-Jan-16,608.369995,635.349976,638.059998,597.549988,14015200
29-Jan-16,571.97998,587,593,570,14677600
1-Feb-16,578.150024,574.809998,581.799988,570.309998,6355100
2-Feb-16,570,552.099976,571.559998,550.090027,6312000
3-Feb-16,553.5,531.070007,556,521.900024,10048700
4-Feb-16,525,536.26001,538.98999,519.219971,6199100
5-Feb-16,529.280029,502.130005,529.450012,499.190002,9708900
8-Feb-16,486.470001,488.100006,493.5,475.209991,9825500
9-Feb-16,478.01001,482.070007,498.380005,474,7077900
10-Feb-16,491.76001,490.480011,504.660004,486,6786200
11-Feb-16,491.170013,503.820007,509.299988,484,7397400
12-Feb-16,510.700012,507.079987,516.75,501.48999,5384800
16-Feb-16,519.47998,521.099976,524.450012,511.660004,5118500
17-Feb-16,528.73999,534.099976,537.47998,519.390015,4824000
18-Feb-16,541.190002,525,541.200012,523.72998,4735000
19-Feb-16,520.710022,534.900024,535.950012,515.349976,4974700
22-Feb-16,542.200012,559.5,560.650024,541.080017,5566600
23-Feb-16,555.549988,552.940002,556.909973,545.330017,4050800
24-Feb-16,545.75,554.039978,554.27002,533.150024,6231700
25-Feb-16,555.52002,555.150024,559.390015,545.289978,4525500
26-Feb-16,560.119995,555.22998,562.5,553.169983,4877000
29-Feb-16,554,552.52002,564.809998,552.51001,4145400
1-Mar-16,556.289978,579.039978,579.25,556,5038500
2-Mar-16,581.75,580.210022,585,573.700012,4582200
3-Mar-16,577.960022,577.48999,579.869995,573.109985,2741300
4-Mar-16,581.070007,575.140015,581.400024,571.070007,3416500
7-Mar-16,573.539978,562.799988,573.630005,555.549988,4926900
8-Mar-16,557.869995,560.26001,571.349976,554.73999,4730000
9-Mar-16,559.559998,559.469971,560.349976,550.130005,4377300
10-Mar-16,566.73999,558.929993,567,547.900024,3919900
11-Mar-16,566.950012,569.609985,570.059998,562.72998,3771300
14-Mar-16,567,573.369995,576.890015,563.049988,3454200
15-Mar-16,571,577.02002,581.52002,567,3876800
16-Mar-16,576.640015,574.27002,581.320007,571.140015,3537700
17-Mar-16,569.51001,559.440002,571.400024,555.01001,5928100
18-Mar-16,560.940002,552.080017,562.330017,546.090027,7296900
21-Mar-16,548.909973,553.97998,555.23999,538.580017,5155700
22-Mar-16,545.109985,560.47998,562.76001,545.049988,4000600
23-Mar-16,561,569.630005,572.47998,558.099976,3983700
24-Mar-16,567.109985,582.950012,583.549988,567.080017,5185500
28-Mar-16,584.400024,579.869995,584.75,575.559998,3121500
29-Mar-16,580.150024,593.859985,595.849976,576.5,4392600
30-Mar-16,596.710022,598.690002,603.23999,595,3890500
31-Mar-16,599.280029,593.640015,600.75,592.210022,2681800
1-Apr-16,590.48999,598.5,599.030029,588.299988,2917400
4-Apr-16,599,593.190002,599.5,590.549988,2470800
5-Apr-16,590.77002,586.140015,593.469971,585.25,2308900
6-Apr-16,587.52002,602.080017,602.390015,587.5,2849900
7-Apr-16,598.76001,591.429993,599.599976,589.080017,3189000
8-Apr-16,594.320007,594.599976,597.859985,589,2591900
11-Apr-16,596.140015,595.929993,604,594.909973,2704300
12-Apr-16,598.400024,603.169983,604.059998,592.309998,2641100
13-Apr-16,607.679993,614.820007,616.809998,605.289978,4228300
14-Apr-16,615.070007,620.75,624.380005,615.070007,3512100
15-Apr-16,621.919983,625.890015,626.77002,618.109985,2887700
18-Apr-16,625.349976,635.349976,637.640015,624.960022,4360900
19-Apr-16,637.140015,627.900024,638.01001,620.799988,4055900
20-Apr-16,630,632.98999,636.549988,623,2609400
21-Apr-16,631,631,637.820007,628.5,2596300
22-Apr-16,624.469971,620.5,628.25,611.559998,5083900
25-Apr-16,616.609985,626.200012,626.97998,616.25,2682900
26-Apr-16,626.169983,616.880005,626.75,614.880005,2521400
27-Apr-16,611.799988,606.570007,615.950012,601.280029,4068800
28-Apr-16,615.539978,602,626.799988,599.200012,7872600
29-Apr-16,666,659.590027,669.97998,654,10310700
2-May-16,663.919983,683.849976,685.5,662.030029,6578500
3-May-16,677.359985,671.320007,680.299988,670.429993,4923400
4-May-16,662.590027,670.900024,674,662.140015,4635500
5-May-16,673.309998,659.090027,676.48999,656,4884100
6-May-16,656.049988,673.950012,676.950012,656.01001,4365300
9-May-16,673.950012,679.75,686.97998,671.409973,3982200
10-May-16,694,703.070007,704.549988,693.5,6105600
11-May-16,705.789978,713.22998,719,701.650024,7338200
12-May-16,717.380005,717.929993,722.450012,711.51001,5048200
13-May-16,714.640015,709.919983,719.25,706.51001,4763400
16-May-16,710.130005,710.659973,713.25,700.280029,5432900
17-May-16,709.900024,695.27002,714.469971,693.909973,5121400
18-May-16,689.559998,697.450012,702.539978,688.76001,4283200
19-May-16,691.880005,698.52002,699.400024,689.559998,3025600
20-May-16,701.049988,702.799988,707.23999,700,2916200
23-May-16,704.25,696.75,706,696.419983,2595100
24-May-16,698.01001,704.200012,707.5,698,3033800
25-May-16,708,708.349976,710.859985,705.52002,3267700
26-May-16,708.330017,714.909973,715,707.289978,2446700
27-May-16,715,712.23999,716.599976,711.099976,2249200
31-May-16,712.330017,722.789978,724.22998,711.320007,3618300
1-Jun-16,720.900024,719.440002,726.429993,718.219971,3263100
2-Jun-16,720.969971,728.23999,728.280029,715.5,3026600
3-Jun-16,726.73999,725.539978,727,718.429993,3367300
6-Jun-16,726.5,726.72998,731.5,724.419983,2704800
7-Jun-16,729.890015,723.73999,730,720.549988,2732500
8-Jun-16,726.400024,726.640015,729.419983,721.599976,2223400
9-Jun-16,723.099976,727.650024,728.909973,722.299988,2170300
10-Jun-16,722.349976,717.909973,724.97998,714.210022,3425700
13-Jun-16,714.01001,715.23999,721.98999,711.159973,3352200
14-Jun-16,712.330017,719.299988,720.809998,712.27002,2506900
15-Jun-16,722,714.26001,722.559998,713.349976,2709400
16-Jun-16,712.049988,717.51001,718,705.299988,3098000
17-Jun-16,718.190002,706.390015,718.200012,699.179993,5897800
20-Jun-16,713.5,714.01001,721.309998,710.809998,3677200
21-Jun-16,715.719971,715.820007,718.400024,712.719971,2137500
22-Jun-16,716.580017,710.599976,717,707.570007,2260500
23-Jun-16,715.5,722.080017,722.119995,712.5,2825000
24-Jun-16,693,698.960022,712.530029,692.200012,7632500
27-Jun-16,692.01001,691.359985,696.820007,682.119995,5568000
28-Jun-16,700,707.950012,708,698.169983,4037000
29-Jun-16,715.75,715.599976,719.5,713.539978,3070100
30-Jun-16,717.200012,715.619995,719.369995,712.539978,2855100
1-Jul-16,717.320007,725.679993,728,716.539978,2920400
5-Jul-16,722.799988,728.099976,729.559998,719.609985,2431400
6-Jul-16,725.710022,737.609985,737.77002,722.580017,3938200
7-Jul-16,739.330017,736.570007,739.549988,731.630005,2945800
8-Jul-16,740.140015,745.809998,746.099976,738,3429200
11-Jul-16,750,753.780029,755.900024,747,3195300
12-Jul-16,756.859985,748.210022,757.340027,740.330017,5623700
13-Jul-16,746.76001,742.630005,756.869995,741.25,4142300
14-Jul-16,748.859985,741.200012,749.039978,739.02002,2390500
15-Jul-16,746.549988,735.440002,746.549988,734.049988,3121400
18-Jul-16,735.48999,736.070007,741.599976,728.719971,2954900
19-Jul-16,732.5,739.950012,743.330017,732.309998,2216800
20-Jul-16,744,745.719971,746.25,740.700012,2214000
21-Jul-16,747.5,744.429993,749.359985,742.789978,2317100
22-Jul-16,747.789978,744.859985,751.280029,743.530029,2277700
25-Jul-16,746.549988,739.609985,748.5,735.349976,2679300
26-Jul-16,742.710022,735.590027,743.130005,732.75,2529700
27-Jul-16,737.969971,736.669983,740.940002,733.859985,2913100
28-Jul-16,745.97998,752.609985,753.359985,739.700012,7617600
29-Jul-16,765,758.809998,766,755,6777100
1-Aug-16,759.869995,767.73999,770.5,757.059998,3578200
2-Aug-16,763.809998,760.580017,765.01001,757.02002,3603300
3-Aug-16,757.059998,754.640015,758.890015,752.25,3581500
4-Aug-16,753.700012,760.77002,765,750.349976,3178200
5-Aug-16,764.809998,765.97998,768.469971,763.090027,2704400
8-Aug-16,766.809998,766.559998,767,761.02002,1986300
9-Aug-16,767.390015,768.309998,772.599976,766.900024,1876100
10-Aug-16,769.799988,768.559998,772.099976,766.190002,1604300
11-Aug-16,769.940002,771.23999,773.75,769.119995,2019700
12-Aug-16,768.460022,772.559998,773.150024,768.419983,1563300
15-Aug-16,771.900024,768.48999,772.039978,767.710022,2118500
16-Aug-16,768.619995,764.039978,768.72998,763.820007,1604600
17-Aug-16,764.409973,764.630005,765.219971,759.200012,1891100
18-Aug-16,764,764.460022,765.169983,760.599976,1458800
19-Aug-16,761.900024,757.309998,762.48999,756.890015,2343200
22-Aug-16,757.5,759.47998,759.849976,752.099976,1679300
23-Aug-16,763.309998,762.450012,764.700012,761,1524100
24-Aug-16,763,757.25,763.409973,755.359985,1744100
25-Aug-16,756,759.219971,760.559998,754.73999,1623000
26-Aug-16,760.049988,769,770,759.799988,2776800
29-Aug-16,768.719971,771.289978,774.97998,768.599976,2198600
30-Aug-16,771.049988,767.580017,771.840027,765.559998,1709200
31-Aug-16,766.599976,769.159973,769.640015,764,1633800
1-Sep-16,770.900024,770.619995,772.039978,766.75,1792300
2-Sep-16,774.109985,772.440002,776,771.700012,2181800
6-Sep-16,774.039978,788.869995,789.47998,770.219971,3719800
7-Sep-16,789.530029,784.47998,790.789978,784.330017,2424600
8-Sep-16,783.890015,784.059998,786.5,781.440002,2030500
9-Sep-16,779.359985,760.140015,781,760.109985,4257300
12-Sep-16,757.349976,771.48999,772.659973,756,3124700
13-Sep-16,768.77002,761.01001,769.890015,759.049988,3117200
14-Sep-16,762.200012,761.090027,767.5,758.849976,2523000
15-Sep-16,762,769.690002,770.869995,757.580017,3034000
16-Sep-16,773.280029,778.52002,780.460022,771.659973,5499200
19-Sep-16,779.969971,775.099976,781.940002,771,2297200
20-Sep-16,776,780.219971,781.369995,776,1937200
21-Sep-16,783.25,789.73999,790.690002,779.01001,2718600
22-Sep-16,794.27002,804.700012,805.890015,794.27002,4078900
23-Sep-16,803.130005,805.75,807.75,802.119995,2353500
26-Sep-16,801.799988,799.159973,805.929993,797.150024,2651400
27-Sep-16,801.849976,816.109985,816.640015,801.109985,3819600
28-Sep-16,818,828.719971,830.140015,817.030029,4422100
29-Sep-16,828.26001,829.049988,837.5,824.630005,4922200
30-Sep-16,832.609985,837.309998,839.950012,832.400024,4430600
3-Oct-16,836,836.73999,839.859985,831.25,2769400
4-Oct-16,840.909973,834.030029,842.369995,830.26001,2950300
5-Oct-16,838,844.359985,845.669983,836.119995,3469100
6-Oct-16,843.700012,841.659973,847.210022,840.599976,2684000
7-Oct-16,845.789978,839.429993,845.950012,837.450012,2426200
10-Oct-16,843.25,841.710022,845.200012,840.27002,1827100
11-Oct-16,841.02002,831,841.289978,828.349976,3588200
12-Oct-16,834,834.090027,837.669983,830.099976,2380400
13-Oct-16,829,829.280029,831.799988,821.210022,3091400
14-Oct-16,835.080017,822.960022,835.73999,822.960022,2999800
17-Oct-16,821.5,812.950012,822,811.679993,3361500
18-Oct-16,822.109985,817.650024,823.26001,815.02002,2512500
19-Oct-16,820.400024,817.690002,820.669983,815.169983,2090700
20-Oct-16,813.98999,810.320007,815.710022,803.099976,3152000
21-Oct-16,809.359985,818.98999,819.419983,809,2793000
24-Oct-16,824.950012,838.090027,838.299988,822.210022,4060900
25-Oct-16,839.299988,835.179993,843.090027,833.219971,3248400
26-Oct-16,832.76001,822.590027,833.440002,820,3998100
27-Oct-16,831.23999,818.359985,831.719971,815.429993,7406400
28-Oct-16,782,776.320007,789.48999,774.609985,10841100
31-Oct-16,781.030029,789.820007,793.700012,780.109985,5413300
1-Nov-16,799,785.409973,800.840027,776.710022,5305400
2-Nov-16,783.929993,765.559998,784.75,763.549988,5026500
3-Nov-16,765.049988,767.030029,777,764,3872500
4-Nov-16,762.789978,755.049988,766,753.22998,5122100
7-Nov-16,771.640015,784.929993,787.72998,770.940002,5984400
8-Nov-16,784.969971,787.75,791.73999,779.099976,3412600
9-Nov-16,764,771.880005,777.5,760.090027,8562900
10-Nov-16,778.809998,742.380005,778.830017,717.700012,12747000
11-Nov-16,735.72998,739.01001,743.26001,728.900024,6622800
14-Nov-16,745.51001,719.070007,746,710.099976,7321300
15-Nov-16,730,743.23999,746.780029,725.98999,6755800
16-Nov-16,739.880005,746.48999,749.869995,735.609985,3648800
17-Nov-16,749.320007,756.400024,757.5,748,3690100
18-Nov-16,761,760.159973,767.73999,757.640015,4373400
21-Nov-16,766,780,780.349976,765.109985,4614600
22-Nov-16,788.169983,785.330017,792.400024,781,5311300
23-Nov-16,781.72998,780.119995,781.75,773.119995,3540300
25-Nov-16,786.5,780.369995,786.75,777.900024,1837100
28-Nov-16,776.98999,766.77002,777,764.23999,4438800
29-Nov-16,768,762.52002,769.890015,761.320007,3272300
30-Nov-16,762,750.570007,768.090027,750.25,4625900
1-Dec-16,752.409973,743.650024,753.369995,738.030029,4666000
2-Dec-16,743.400024,740.340027,748.48999,736.700012,3561300
5-Dec-16,745,759.359985,761.48999,742,4314700
6-Dec-16,763.98999,764.719971,768.23999,757.25,3794700
7-Dec-16,764.549988,770.419983,770.419983,755.820007,3684900
8-Dec-16,771.869995,767.330017,773.789978,765.190002,3189600
9-Dec-16,770,768.659973,770.25,765.340027,2470900
12-Dec-16,766.400024,760.119995,766.890015,757.200012,2963900
13-Dec-16,764.960022,774.340027,782.460022,762,5285300
14-Dec-16,778.25,768.820007,780.859985,762.809998,5454800
15-Dec-16,766.280029,761,769.099976,760.309998,3801900
16-Dec-16,765,757.77002,765.130005,754,4848200
19-Dec-16,758.890015,766,770.5,756.159973,3113200
20-Dec-16,768.650024,771.219971,774.390015,767.710022,2703600
21-Dec-16,770,770.599976,771.219971,765.700012,2044600
22-Dec-16,768.119995,766.340027,771.210022,763.02002,2543600
23-Dec-16,764.549988,760.590027,766.5,757.98999,1981600
27-Dec-16,763.400024,771.400024,774.650024,761.200012,2638700
28-Dec-16,776.25,772.130005,780,770.5,3301000
29-Dec-16,772.400024,765.150024,773.400024,760.849976,3158300
30-Dec-16,766.469971,749.869995,767.400024,748.280029,4139400
3-Jan-17,757.919983,753.669983,758.76001,747.700012,3521100
4-Jan-17,758.390015,757.179993,759.679993,754.200012,2510500
5-Jan-17,761.549988,780.450012,782.400024,760.26001,5830100
6-Jan-17,782.359985,795.98999,799.440002,778.47998,5986200
9-Jan-17,798,796.919983,801.77002,791.77002,3446100
10-Jan-17,796.599976,795.900024,798,789.539978,2558400
11-Jan-17,793.659973,799.02002,799.5,789.51001,2992800
12-Jan-17,800.309998,813.640015,814.130005,799.5,4873900
13-Jan-17,814.320007,817.140015,821.650024,811.400024,3791900
17-Jan-17,815.700012,809.719971,816,803.440002,3670500
18-Jan-17,809.5,807.47998,811.72998,804.27002,2354200
19-Jan-17,810,809.039978,813.51001,807.320007,2540800
20-Jan-17,815.280029,808.330017,816.02002,806.26001,3376200
23-Jan-17,806.799988,817.880005,818.5,805.080017,2797500
24-Jan-17,822,822.440002,823.98999,814.5,2971700
25-Jan-17,825.789978,836.52002,837.419983,825.289978,3922600
26-Jan-17,835.530029,839.150024,843.840027,833,3586300
27-Jan-17,839,835.77002,839.700012,829.440002,2998700
30-Jan-17,833,830.380005,833.5,816.380005,3747300
31-Jan-17,823.75,823.47998,826.98999,819.559998,3137200
1-Feb-17,829.210022,832.349976,833.780029,824.940002,3850200
2-Feb-17,836.590027,839.950012,842.48999,828.26001,7350500
3-Feb-17,806.719971,810.200012,818.299988,804,10868800
6-Feb-17,809.799988,807.640015,810.719971,803,3897300
7-Feb-17,809.309998,812.5,816.159973,807.5,3466100
8-Feb-17,812.690002,819.710022,821.47998,812.5,2858000
9-Feb-17,821.599976,821.359985,825,819.710022,2484900
10-Feb-17,823.820007,827.460022,828,822.849976,2429600
13-Feb-17,831.619995,836.530029,843,828.549988,4172600
14-Feb-17,837,836.390015,838.309998,831.450012,2792400
15-Feb-17,834,842.700012,842.809998,832.820007,2968900
16-Feb-17,841.840027,844.140015,845,839.380005,2714700
17-Feb-17,842,845.070007,847.27002,840.72998,3112300
21-Feb-17,848.840027,856.440002,857.97998,847.25,3507700
22-Feb-17,856.950012,855.609985,858.429993,852.179993,2617000
23-Feb-17,857.570007,852.190002,860.859985,848,3462000
24-Feb-17,844.690002,845.23999,845.809998,837.75,3688000
27-Feb-17,842.380005,848.640015,852.5,839.669983,2713600
28-Feb-17,851.450012,845.039978,854.090027,842.049988,2793700
1-Mar-17,853.049988,853.080017,854.830017,849.01001,2760100
2-Mar-17,853.080017,848.909973,854.820007,847.280029,2132100
3-Mar-17,847.200012,849.880005,851.98999,846.27002,1941100
6-Mar-17,845.22998,846.609985,848.48999,841.119995,2610400
7-Mar-17,845.47998,846.02002,848.460022,843.75,2247600
8-Mar-17,848,850.5,853.070007,846.789978,2286500
9-Mar-17,851,853,856.400024,850.309998,2048200
10-Mar-17,857,852.460022,857.349976,851.719971,2436400
13-Mar-17,851.77002,854.590027,855.690002,851.710022,1909700
14-Mar-17,853.549988,852.530029,853.75,847.549988,2130600
